Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Nome,Height_in_inches,Wins,Losses,Draws
145.0,70.0,Switch,"Jan 09, 1995",4.39,0.53,3.88,0.43,1.45,0.5,0.52,0.0,Trevor Peek,69.0,9,3,
125.0,71.0,Southpaw,"Aug 28, 1996",1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,Carls John De Tomas,65.0,6,2,0.0
125.0,62.0,Orthodox,"Mar 13, 1996",2.65,0.4,1.85,0.62,1.64,0.31,0.48,1.4,Jesus Aguilar,64.0,12,3,0.0
155.0,,,--,1.81,0.47,0.4,0.6,0.0,0.0,0.5,0.0,Robert Densley,69.0,9,10,0.0
205.0,76.0,Southpaw,"Mar 15, 1990",1.56,0.43,5.05,0.36,0.0,0.0,0.36,0.0,Rafael Cerqueira,75.0,11,4,0.0
125.0,,Switch,"Jul 23, 1986",2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7,Kalindra Faria,67.0,18,8,1.0
205.0,79.0,Orthodox,"Aug 24, 1991",3.19,0.39,4.14,0.43,1.3,0.34,0.52,1.8,Ryan Spann,77.0,23,11,0.0
145.0,69.0,Southpaw,"Dec 14, 1989",0.87,0.56,6.67,0.2,0.0,0.0,0.26,0.0,Zach Zane,67.0,10,7,0.0
205.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jorge Oliveira,73.0,5,3,
155.0,,Switch,"Dec 11, 1971",0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0,Joao Pierini,73.0,4,1,0.0
115.0,,,"Jul 14, 1981",2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,Emily Kagan,63.0,3,3,0.0
125.0,69.0,Orthodox,"Apr 15, 1995",0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0,Carlos Mota,64.0,8,2,0.0
170.0,,Orthodox,"Jul 13, 1969",3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,Dave Strasser,70.0,25,8,0.0
115.0,65.0,Orthodox,"Jul 25, 2000",0.0,0.0,19.51,0.23,0.0,0.0,0.0,0.0,Kiran Singh,61.0,7,4,0.0
135.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bronson Mohika,,1,1,0.0
135.0,67.0,Southpaw,"Oct 10, 1992",3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,Richie Santiago,67.0,7,2,0.0
205.0,78.0,Orthodox,"Oct 11, 1981",2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,Francis Carmont,75.0,25,12,0.0
135.0,68.0,Orthodox,"Jan 28, 1996",2.93,0.55,2.57,0.68,1.5,0.33,1.0,0.0,Aleksandre Topuria,67.0,7,1,0.0
255.0,77.0,Orthodox,"Jan 08, 1990",1.6,0.4,2.73,0.52,1.0,0.09,0.0,0.0,Marcus Buchecha,74.0,5,2,0.0
185.0,77.0,Orthodox,"Sep 21, 1994",5.12,0.52,4.11,0.44,0.77,0.17,0.53,0.4,Bryan Battle,73.0,13,2,
125.0,66.0,Orthodox,"Jun 09, 1996",3.66,0.53,2.57,0.55,1.99,0.46,0.37,1.3,Clayton Carpenter,66.0,8,2,0.0
205.0,,Orthodox,"Aug 15, 1972",0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,Chuck Grigsby,78.0,23,10,0.0
135.0,65.0,Orthodox,"Mar 13, 1982",2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,Lina Lansberg,67.0,10,8,0.0
155.0,75.0,Orthodox,"Jun 17, 1996",3.84,0.57,4.16,0.6,0.0,0.0,0.84,0.0,Mauricio Ruffy,71.0,12,2,0.0
170.0,,Orthodox,"May 06, 1982",3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,Luiz Dutra,71.0,13,6,1.0
145.0,69.0,Orthodox,"Aug 11, 1990",3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,Rolando Dy,68.0,9,7,
145.0,,Southpaw,"Mar 07, 1988",3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0,Toby Misech,68.0,9,5,0.0
185.0,,,"Oct 20, 1972",0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0,Tony Bonello,74.0,16,3,
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reza Arianto,,5,0,0.0
261.0,,,"Jan 04, 1984",4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1,Raphael Butler,75.0,9,2,1.0
170.0,70.0,Southpaw,"Oct 26, 1984",3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,Rafael Dos Anjos,68.0,32,17,0.0
135.0,,,"Jul 29, 1980",0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0,Justin Robbins,65.0,14,18,1.0
155.0,,Southpaw,"Mar 12, 1970",1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,Antonio McKee,68.0,29,6,2.0
115.0,63.0,Orthodox,"Mar 24, 1993",3.47,0.41,3.93,0.51,0.93,0.18,0.37,1.1,Mackenzie Dern,64.0,16,5,0.0
205.0,,,"Nov 10, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dewey Cooper,,2,1,0.0
145.0,71.0,Orthodox,"Jun 26, 1992",1.47,0.46,1.73,0.48,5.0,0.21,0.0,0.0,Emrah Sonmez,70.0,14,5,0.0
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonny Goh,71.0,3,4,0.0
145.0,,,"Aug 20, 1988",3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0,Gleristone Santos,69.0,33,7,0.0
155.0,73.0,Orthodox,"Dec 12, 1989",3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0,Joe Lowry,71.0,9,2,0.0
115.0,60.0,Orthodox,"Nov 14, 1994",3.12,0.36,2.92,0.53,0.81,0.3,0.57,0.0,Shi Ming,62.0,17,6,0.0
115.0,,Orthodox,"Aug 28, 1997",6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,Chan-Mi Jeon,65.0,5,2,0.0
135.0,69.0,Orthodox,"Jan 24, 1995",2.29,0.38,5.14,0.35,0.0,0.0,0.0,0.0,Yanis Ghemmouri,69.0,12,3,0.0
225.0,,Switch,"Feb 01, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Sturgeon,75.0,0,1,0.0
185.0,,,"Oct 26, 1972",1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0,Art Santore,74.0,18,8,0.0
145.0,72.0,Switch,"Jul 29, 2002",5.25,0.77,1.5,0.6,22.5,0.4,1.0,0.0,Kurtis Campbell,69.0,8,0,0.0
145.0,66.0,Orthodox,"Jun 19, 1993",1.79,0.46,2.61,0.6,0.61,0.14,0.0,0.6,Kaan Ofli,67.0,13,4,1.0
145.0,71.0,Orthodox,"Sep 16, 1992",2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,Jeremy Kennedy,71.0,11,1,0.0
135.0,63.0,Orthodox,"Mar 12, 1984",1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,Issei Tamura,65.0,10,8,0.0
155.0,69.0,Orthodox,"Nov 30, 1996",4.84,0.56,2.99,0.58,0.0,0.0,0.83,0.0,MarQuel Mederos,70.0,11,1,0.0
264.0,78.0,Southpaw,"Jul 19, 1987",3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,Justin Willis,73.0,8,2,0.0
170.0,69.0,Orthodox,"Jun 16, 2002",4.09,0.43,4.95,0.54,0.94,0.19,0.5,0.5,Francisco Prado,70.0,12,4,0.0
167.0,,,"Nov 15, 1970",2.27,0.41,6.67,0.43,0.0,0.0,0.0,0.0,Deshaun Johnson,,6,9,0.0
205.0,74.0,Orthodox,"Jun 09, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivan Shtyrkov,72.0,15,0,1.0
170.0,,,"Mar 04, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Nolte,72.0,5,4,0.0
185.0,74.0,,"Jan 17, 1995",1.77,0.38,2.7,0.52,6.24,0.57,0.66,1.6,Luis Felipe Dias,70.0,17,5,0.0
135.0,66.0,Southpaw,"Aug 08, 1989",3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0,Armando Villarreal,67.0,5,2,0.0
125.0,66.0,Southpaw,"Mar 07, 1988",3.04,0.52,2.0,0.63,2.65,0.61,0.76,0.3,Valentina Shevchenko,65.0,26,4,1.0
186.0,,,"Dec 11, 1989",0.4,0.31,3.53,0.46,0.0,0.0,0.2,0.0,Idris Wasi,72.0,2,14,0.0
155.0,,,"May 16, 1986",3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0,Nazareno Malegarie,68.0,28,4,0.0
170.0,74.0,Switch,"May 19, 1997",1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3,Justin Burlinson,73.0,6,1,0.0
170.0,,,--,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8,Neiman Gracie,72.0,6,0,0.0
185.0,72.0,Orthodox,"Jun 06, 1996",8.92,0.68,6.49,0.38,12.16,1.0,0.0,0.0,Eli Aronov,70.0,6,1,0.0
135.0,71.0,Southpaw,"Apr 06, 1985",3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,Marcus Brimage,64.0,7,7,0.0
330.0,,Orthodox,"Oct 30, 1980",1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0,Hong Man Choi,86.0,4,5,0.0
205.0,,Southpaw,"May 11, 1975",1.13,0.5,1.41,0.42,4.22,0.6,0.0,4.2,Jeremy Lang,71.0,21,2,0.0
245.0,,Orthodox,"Dec 31, 1970",2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,Kevin Jordan,75.0,11,9,0.0
205.0,75.0,Orthodox,"Jan 03, 1989",3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,Harry Hunsucker,74.0,7,6,0.0
135.0,,Switch,"Aug 16, 1989",2.6,0.52,2.87,0.55,1.0,0.2,0.2,1.0,Dwight Joseph,66.0,5,0,0.0
145.0,72.0,Orthodox,"Jul 12, 1994",3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2,Tucker Lutz,68.0,12,4,0.0
183.0,,Orthodox,"Aug 27, 1976",0.84,0.36,1.89,0.5,4.74,0.5,1.0,3.2,Ryuichi Murata,68.0,8,3,1.0
205.0,78.0,Orthodox,"May 02, 1984",3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0,Maxim Grishin,75.0,32,10,2.0
170.0,76.0,Southpaw,"May 23, 1987",2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,Ramazan Emeev,70.0,20,6,0.0
185.0,76.0,Southpaw,"Feb 27, 1993",3.32,0.53,2.9,0.42,2.08,0.25,0.82,2.1,Kyle Daukaus,74.0,17,4,
145.0,73.0,Southpaw,"Jan 16, 1999",14.22,0.65,2.43,0.82,5.2,1.0,1.0,0.0,Ramiro Jimenez,69.0,11,0,0.0
145.0,69.0,Orthodox,"Jan 01, 1995",2.75,0.5,2.82,0.4,2.17,0.8,0.66,0.5,Jeka Saragih,68.0,14,5,0.0
216.0,,Orthodox,"Mar 30, 1959",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gerard Gordeau,77.0,2,2,0.0
270.0,,Southpaw,"Jul 16, 1969",1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0,Henry Miller,67.0,6,16,
145.0,,,"Aug 11, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turrell Galloway,63.0,8,6,0.0
235.0,,Orthodox,"Jan 05, 1968",0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3,Kimo Leopoldo,75.0,10,7,1.0
155.0,70.0,Orthodox,"Sep 09, 1988",2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,Dong Hyun Ma,71.0,16,11,3.0
145.0,,Orthodox,"Oct 20, 1986",0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,Paul Redmond,70.0,12,7,0.0
205.0,78.0,Orthodox,"Feb 06, 1992",4.13,0.5,2.86,0.51,0.64,0.21,0.85,0.1,Aleksandar Rakic,76.0,14,6,0.0
242.0,,Orthodox,--,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0,Neil Wain,70.0,13,4,0.0
185.0,75.0,Switch,"Jun 21, 1994",2.76,0.42,7.48,0.4,1.83,0.75,0.88,0.9,Tresean Gore,72.0,6,4,0.0
168.0,,Southpaw,"Apr 23, 1985",1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,Motoki Miyazawa,71.0,7,3,0.0
170.0,75.0,Orthodox,"Jul 23, 1987",3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,John Hathaway,73.0,17,2,0.0
155.0,,Orthodox,"Nov 30, 1980",1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0,Luke Caudillo,67.0,17,17,0.0
125.0,63.0,Orthodox,"Oct 12, 1990",3.64,0.46,2.26,0.62,1.8,0.42,0.54,0.1,Kyoji Horiguchi,64.0,35,5,
,,Orthodox,--,0.0,0.0,5.88,0.16,0.0,0.0,0.0,0.0,Nikolajus Cilkinas,,2,6,0.0
185.0,75.0,Orthodox,"May 01, 1994",4.04,0.6,2.32,0.43,5.29,0.55,0.85,1.8,Khamzat Chimaev,74.0,15,0,0.0
155.0,,,"Jan 05, 1989",4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0,Dave Rickels,71.0,18,4,
155.0,,,"Feb 20, 1980",1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0,Rob Sinclair,68.0,13,5,0.0
135.0,69.0,Orthodox,"Sep 14, 1992",3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,Gaston Bolanos,67.0,8,5,0.0
205.0,78.0,Orthodox,"Aug 17, 1985",3.8,0.49,3.59,0.46,1.65,0.33,1.0,0.0,Philipe Lins,74.0,18,5,0.0
145.0,67.0,Orthodox,"Nov 30, 1982",2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,Diego Nunes,66.0,19,7,0.0
135.0,73.0,Southpaw,"Jan 05, 1990",1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8,Domingo Pilarte,72.0,8,3,
205.0,75.0,Orthodox,"Aug 16, 1998",7.71,0.6,5.33,0.43,0.0,0.0,0.75,0.0,Zhang Mingyang,74.0,19,7,0.0
170.0,,,--,1.02,0.42,5.27,0.38,2.77,0.4,0.0,0.0,Dennis Olson,72.0,14,11,0.0
253.0,75.0,Orthodox,"Jun 25, 1985",3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,Marcos Rogerio de Lima,73.0,22,10,1.0
230.0,,Orthodox,"Jul 28, 1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Johnston,75.0,5,5,0.0
183.0,,Open Stance,"Jan 26, 1976",0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0,Flavio Luiz Moura,71.0,19,7,0.0
265.0,78.0,Orthodox,"Feb 10, 1990",2.62,0.47,3.97,0.45,0.93,0.3,0.83,0.3,Shamil Gaziev,76.0,14,2,0.0
155.0,,,"Jan 23, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyrillo Padilha,71.0,3,3,0.0
170.0,72.0,Orthodox,"Nov 23, 1993",4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,Darian Weeks,71.0,5,3,0.0
170.0,,Southpaw,"Oct 24, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orlando Wiet,70.0,1,5,0.0
145.0,74.0,Orthodox,"Aug 25, 1988",3.82,0.42,3.48,0.6,0.19,0.33,0.65,0.2,Giga Chikadze,72.0,15,5,0.0
145.0,,Southpaw,"Oct 31, 1980",1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3,Waylon Lowe,67.0,16,7,
205.0,,,--,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0,Mack Brewer,,0,1,0.0
170.0,79.0,Orthodox,"Apr 11, 1989",0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,Dominic Waters,73.0,9,5,0.0
170.0,73.0,Orthodox,"Feb 09, 1984",3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,Jake Hecht,72.0,11,4,0.0
185.0,,,"Sep 07, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artem Frolov,70.0,11,0,0.0
185.0,76.0,Orthodox,"Jul 10, 1996",1.67,0.34,2.0,0.52,0.0,0.0,0.0,0.0,Neemias Santana,74.0,7,3,1.0
135.0,69.0,Orthodox,"Jan 11, 1992",6.6,0.5,6.67,0.63,2.0,0.33,0.0,0.0,Kasey Tanner,67.0,6,1,0.0
170.0,79.0,Southpaw,"Jun 19, 1989",6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,Rico Farrington,76.0,7,3,0.0
265.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guilherme Pat,,5,0,0.0
135.0,,Orthodox,"Apr 18, 1980",2.16,0.28,8.75,0.42,0.77,0.11,0.25,0.0,Jan Finney,68.0,11,12,0.0
170.0,75.0,Orthodox,"Dec 12, 1984",4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5,Court McGee,71.0,23,14,0.0
200.0,,Orthodox,"Oct 05, 1970",0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4,Hiromitsu Kanehara,70.0,19,27,5.0
125.0,,,"Jun 06, 1994",1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0,Xavier Siller,65.0,5,5,0.0
205.0,74.0,Orthodox,"Jul 10, 1996",4.29,0.57,7.09,0.31,0.0,0.0,1.0,0.0,Murtaza Talha,72.0,7,2,0.0
155.0,,,"Jun 07, 1983",2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,Saad Awad,71.0,20,9,0.0
135.0,71.0,Orthodox,"Aug 26, 1994",1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,Gabriel Silva,66.0,8,2,0.0
135.0,69.0,Southpaw,"Oct 28, 1980",2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,LC Davis,68.0,23,8,0.0
185.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Martin,72.0,4,3,0.0
154.0,,Southpaw,"Dec 29, 1978",1.46,0.41,1.13,0.61,4.76,0.53,0.33,0.7,Mitsuhiro Ishida,66.0,20,8,1.0
205.0,73.0,Orthodox,"Apr 03, 1988",2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,William Knight,70.0,11,5,0.0
145.0,67.0,,"Mar 31, 1981",2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,Marloes Coenen,69.0,23,8,0.0
135.0,,Orthodox,"Jan 15, 1984",0.0,0.0,24.62,0.44,0.0,0.0,0.0,0.0,Leiticia Pestova,66.0,0,2,0.0
125.0,68.0,Southpaw,"Dec 09, 2000",3.0,0.41,2.71,0.5,0.79,0.28,0.75,0.0,Jiniushiyue,66.0,13,4,0.0
145.0,72.0,Orthodox,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,Phillipe Nover,69.0,11,8,1.0
155.0,70.0,Southpaw,"Oct 19, 1988",4.52,0.41,4.34,0.52,0.63,0.16,0.58,0.1,Drew Dober,68.0,28,15,
155.0,76.0,Southpaw,"Mar 18, 1986",1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,Mike Ricci,72.0,11,5,0.0
125.0,72.0,Southpaw,"Jan 20, 1996",4.48,0.52,2.39,0.6,0.16,0.11,0.71,0.6,Sumudaerji,68.0,18,7,0.0
210.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Morris,70.0,2,1,0.0
145.0,70.0,Orthodox,"Jan 30, 1991",0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0,Daniel Swain,69.0,20,10,1.0
135.0,72.0,Orthodox,"Oct 01, 1979",0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,Jerrod Sanders,68.0,16,3,
170.0,,,"Sep 26, 1986",0.51,0.2,0.81,0.5,3.03,1.0,0.0,3.0,Matt Secor,72.0,8,4,0.0
170.0,,Orthodox,"Jan 18, 1981",2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0,Luis Ramos,68.0,20,10,2.0
205.0,73.0,Southpaw,"Apr 03, 1977",3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,Chael Sonnen,73.0,29,15,1.0
185.0,76.0,Orthodox,"Jul 03, 1986",3.07,0.38,3.55,0.48,1.81,0.4,1.0,0.0,Tim Williams,74.0,15,5,0.0
205.0,,Orthodox,"Aug 15, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Larry Parker,71.0,13,6,1.0
205.0,77.0,Orthodox,"Feb 27, 1987",3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,Misha Cirkunov,75.0,15,9,0.0
155.0,70.0,Orthodox,"Sep 18, 1983",2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,Abel Trujillo,68.0,15,8,
125.0,67.0,Orthodox,"Feb 23, 1988",4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0,Jacob Silva,65.0,6,4,0.0
185.0,77.0,Southpaw,"Apr 14, 1975",3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,Anderson Silva,74.0,34,11,
155.0,70.0,Orthodox,"Dec 07, 1982",3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,KJ Noons,70.0,13,9,
225.0,,Orthodox,"Apr 24, 1968",1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0,Yuji Nagata,72.0,0,2,0.0
115.0,66.0,Southpaw,"Aug 18, 1997",3.78,0.47,5.21,0.53,0.35,0.5,0.5,0.0,Melissa Martinez,62.0,8,2,0.0
205.0,,Orthodox,"Feb 29, 1988",0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,Dashawn Boatwright,72.0,3,1,0.0
135.0,70.0,Orthodox,"Aug 13, 1986",1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,Russell Doane,67.0,15,8,0.0
125.0,68.0,Orthodox,"Oct 22, 1994",3.47,0.5,3.6,0.53,0.0,0.0,0.6,0.0,Alibi Idiris,66.0,11,1,0.0
170.0,,,--,0.0,0.0,8.41,0.2,0.0,0.0,0.0,0.0,Mario Rivera,70.0,6,8,0.0
265.0,,Orthodox,"Aug 19, 1977",1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,Ricco Rodriguez,76.0,53,25,
125.0,65.0,Southpaw,"Jul 01, 1997",3.22,0.44,2.25,0.61,2.16,0.4,0.45,0.4,Miranda Maverick,63.0,17,6,0.0
155.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guilherme Costa,,7,1,0.0
185.0,73.0,Southpaw,"Apr 30, 1977",3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,Yoel Romero,72.0,13,5,0.0
241.0,,Orthodox,"Jun 18, 1974",1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,Assuerio Silva,70.0,16,8,
170.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad W. Saunders,70.0,7,2,0.0
170.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marko Damiani,72.0,0,2,0.0
390.0,,Orthodox,"May 19, 1978",1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0,Wagner da Conceicao Martins,79.0,9,8,
145.0,70.0,Orthodox,"Apr 12, 1987",3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,Tiago dos Santos e Silva,69.0,20,7,
205.0,79.0,Orthodox,"Jan 18, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Timo Feucht,75.0,8,1,0.0
170.0,,,"May 24, 1984",1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0,Josh Thornburg,72.0,8,8,0.0
135.0,66.0,Orthodox,"Sep 17, 1982",3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,Scott Jorgensen,65.0,15,12,0.0
125.0,68.0,Orthodox,"Feb 02, 1997",5.67,0.51,4.27,0.6,0.0,0.0,0.75,0.0,Jeisla Chaves,66.0,7,0,0.0
264.0,74.0,Orthodox,"Mar 15, 1991",3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,Junior Albini,75.0,14,6,0.0
125.0,68.0,Orthodox,"Feb 21, 1981",2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,Chris Kelades,67.0,9,3,0.0
135.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roshan Mainam,,6,3,0.0
185.0,74.0,Orthodox,"Jan 18, 1994",2.47,0.46,6.2,0.44,0.0,0.0,0.5,0.0,In Su Hwang,71.0,8,2,0.0
155.0,72.0,Orthodox,"Apr 08, 1986",1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,Danny Downes,72.0,8,3,0.0
199.0,,Orthodox,"Jun 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Jones,69.0,11,1,1.0
170.0,,,"Jul 28, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Danny Davis,74.0,13,11,1.0
135.0,,Orthodox,"Sep 15, 1985",2.83,0.26,6.33,0.51,2.5,1.0,0.0,0.0,Kaitlin Young,69.0,7,9,1.0
161.0,,Orthodox,"Jun 25, 1981",0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,Luciano Azevedo,75.0,17,9,1.0
185.0,75.0,Orthodox,"Jul 04, 1990",3.74,0.36,4.08,0.59,0.56,1.0,0.85,0.0,Robert Bryczek,72.0,18,6,0.0
170.0,,Orthodox,"Sep 19, 1987",1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,Lewis Gonzalez,70.0,11,3,0.0
170.0,,Southpaw,"Jan 19, 1979",1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,Rudy Bears,71.0,16,15,0.0
242.0,78.0,Orthodox,"Mar 17, 1988",3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,Jairzinho Rozenstruik,74.0,15,6,0.0
205.0,74.0,Orthodox,"Mar 04, 1996",4.15,0.52,3.65,0.42,4.39,0.52,0.58,2.0,Jimmy Crute,74.0,14,4,2.0
185.0,78.0,Orthodox,"Nov 05, 1989",0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0,Donovan Beard,74.0,7,2,0.0
145.0,73.0,Orthodox,"Jul 18, 1983",2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,Hatsu Hioki,71.0,29,10,2.0
155.0,,Orthodox,"Feb 01, 1976",0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,Brandon Shuey,67.0,7,6,0.0
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Pennington,64.0,3,3,0.0
115.0,,Orthodox,"Sep 18, 1989",1.5,0.22,9.0,0.14,0.0,0.0,0.0,0.0,Tyra Parker,65.0,4,5,0.0
145.0,69.0,Orthodox,"Feb 13, 1995",2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,Khusein Askhabov,68.0,23,1,0.0
170.0,,Orthodox,"Jul 11, 1976",0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,Kenichi Yamamoto,72.0,5,12,2.0
150.0,,Southpaw,"Dec 06, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Royler Gracie,68.0,5,5,1.0
